age,age_diff,height,height_diff,reach,reach_diff,stance,stance_diff,weight,weight_diff,won,won_diff,lost,lost_diff,drawn,drawn_diff,kos,kos_diff,result,decision,judge1,judge1_diff,judge2,judge2_diff,judge3,judge3_diff
27.0,-3.0,173.0,-7.0,175.0,-13.0,orthodox,orthodox,135.0,0.0,32,16,3,-4,0,-3,20,13.0,win,TKO,80.0,9.0,80.0,9.0,79.0,8.0
25.0,-12.0,173.0,8.0,175.0,10.0,orthodox,orthodox,133.0,0.0,29,-15,1,-6,0,0,18,-12.0,win,RTD,,,,,,
24.0,-14.0,173.0,7.0,175.0,-3.0,orthodox,orthodox,130.0,1.0,27,-7,1,-6,0,0,18,3.0,win,MD,97.0,4.0,97.0,3.0,95.0,0.0
22.0,-4.0,173.0,-1.0,175.0,1.0,orthodox,orthodox,126.0,0.0,24,2,0,-6,0,-2,15,6.0,win,KO,66.0,0.0,68.0,4.0,67.0,2.0
21.0,-9.0,173.0,3.0,175.0,-2.0,orthodox,orthodox,126.0,0.0,23,-36,0,-5,0,-1,14,-23.0,win,TKO,87.0,3.0,85.0,-1.0,89.0,7.0
21.0,-2.0,173.0,5.0,175.0,12.0,orthodox,orthodox,128.0,0.0,21,7,0,-3,0,-1,12,1.0,win,TKO,,,,,,
32.0,2.0,170.0,2.0,174.0,-3.0,southpaw,southpaw,118.0,1.0,23,-12,0,-3,2,1,17,5.0,win,SD,113.0,-2.0,115.0,2.0,115.0,2.0
29.0,-7.0,170.0,4.0,174.0,10.0,southpaw,southpaw,118.0,0.0,15,-22,0,-4,2,1,11,-16.0,win,UD,117.0,6.0,116.0,4.0,116.0,4.0
29.0,3.0,170.0,4.0,174.0,6.0,southpaw,southpaw,118.0,0.0,14,-10,0,-2,2,2,10,-8.0,win,TKO,98.0,7.0,97.0,5.0,99.0,9.0
28.0,-3.0,170.0,7.0,174.0,4.0,southpaw,southpaw,119.0,0.0,12,1,0,-2,2,2,8,4.0,win,RTD,90.0,9.0,90.0,8.0,89.0,7.0
27.0,0.0,175.0,0.0,188.0,10.0,southpaw,southpaw,153.0,1.0,15,-2,0,-4,0,-1,10,5.0,draw,MD,95.0,0.0,95.0,0.0,93.0,-4.0
26.0,-3.0,175.0,4.0,188.0,4.0,southpaw,southpaw,155.0,2.0,6,-10,0,-11,0,-2,4,-2.0,win,UD,59.0,4.0,60.0,6.0,60.0,6.0
24.0,-4.0,174.0,4.0,175.0,10.0,orthodox,orthodox,125.0,-1.0,11,-11,1,-7,0,0,3,-6.0,win,TKO,,,,,,
24.0,-7.0,192.0,1.0,193.0,-10.0,orthodox,orthodox,199.0,-1.0,25,3,0,0,0,0,18,-3.0,win,TKO,105.0,1.0,106.0,3.0,106.0,3.0
21.0,-14.0,192.0,9.0,193.0,2.0,orthodox,orthodox,197.0,-1.0,20,-5,0,-6,0,-2,14,0.0,win,TKO,,,,,,
26.0,0.0,182.0,9.0,183.0,-2.0,orthodox,orthodox,167.0,1.0,20,3,2,-1,0,0,15,5.0,win,TKO,,,,,,
29.0,-5.0,185.0,5.0,185.0,-6.0,orthodox,orthodox,170.0,0.0,13,-4,0,-7,0,0,9,-8.0,win,KO,,,,,,
28.0,-7.0,185.0,2.0,185.0,-13.0,orthodox,orthodox,171.0,-2.0,8,-2,0,-4,0,0,7,0.0,win,TKO,,,,,,
27.0,-7.0,188.0,-8.0,191.0,-2.0,orthodox,orthodox,226.0,-29.0,10,-27,0,-11,0,-1,8,-7.0,win,TKO,10.0,1.0,10.0,1.0,10.0,1.0
27.0,-8.0,160.0,-1.0,163.0,-7.0,orthodox,orthodox,111.0,-1.0,42,-9,0,-8,0,0,36,6.0,win,TKO,,,,,,
27.0,-1.0,160.0,0.0,163.0,-3.0,orthodox,orthodox,112.0,1.0,40,7,0,-7,0,-2,34,15.0,win,TKO,49.0,3.0,49.0,3.0,49.0,3.0
27.0,-4.0,160.0,0.0,163.0,-2.0,orthodox,orthodox,112.0,0.0,39,19,0,-3,0,0,33,23.0,win,TKO,79.0,7.0,80.0,9.0,79.0,7.0
26.0,-2.0,160.0,-6.0,163.0,-9.0,orthodox,orthodox,113.0,0.0,36,4,0,-6,0,-1,30,7.0,win,TKO,,,,,,
23.0,-6.0,160.0,-8.0,163.0,3.0,orthodox,orthodox,108.0,0.0,27,-3,0,-7,0,-1,23,8.0,win,UD,116.0,4.0,119.0,10.0,116.0,4.0
23.0,-5.0,180.0,-2.0,185.0,3.0,orthodox,orthodox,153.0,-1.0,22,1,0,-7,0,0,11,-2.0,win,UD,97.0,4.0,99.0,8.0,100.0,10.0
25.0,-2.0,163.0,3.0,168.0,16.0,orthodox,orthodox,112.0,0.0,32,-7,2,-3,0,-1,23,-5.0,win,KO,,,,,,
24.0,-8.0,163.0,3.0,168.0,0.0,orthodox,orthodox,112.0,0.0,29,-3,2,-1,0,-1,21,-7.0,win,TKO,,,,,,
24.0,-2.0,163.0,-2.0,168.0,0.0,orthodox,orthodox,112.0,0.0,28,1,2,-1,0,-1,20,14.0,win,RTD,90.0,9.0,90.0,9.0,89.0,7.0
20.0,-6.0,163.0,1.0,168.0,3.0,orthodox,orthodox,116.0,0.0,14,2,0,-8,0,-4,12,7.0,win,TKO,,,,,,
29.0,-3.0,165.0,-7.0,169.0,-9.0,orthodox,orthodox,135.0,0.0,49,26,11,6,0,-1,37,18.0,win,UD,,,,,,
24.0,-2.0,173.0,8.0,173.0,4.0,orthodox,orthodox,130.0,0.0,20,-18,3,-7,0,0,18,-10.0,win,UD,,,,,,
25.0,-3.0,165.0,1.0,169.0,-1.0,orthodox,orthodox,135.0,-1.0,35,10,8,-2,0,-1,27,10.0,win,KO,,,,,,
25.0,-12.0,165.0,-8.0,169.0,-1.0,orthodox,orthodox,129.0,1.0,32,2,7,-1,0,0,24,4.0,win,TKO,,,,,,
24.0,0.0,168.0,3.0,175.0,6.0,orthodox,orthodox,126.0,0.0,22,-6,2,-4,0,0,14,-6.0,win,UD,97.0,5.0,96.0,3.0,96.0,3.0
24.0,2.0,170.0,5.0,168.0,-1.0,orthodox,orthodox,127.0,0.0,22,-3,3,0,0,0,16,-1.0,win,UD,,,,,,
28.0,6.0,173.0,8.0,175.0,6.0,orthodox,orthodox,129.0,0.0,35,10,1,-1,2,2,26,9.0,win,UD,97.0,2.0,99.0,6.0,99.0,8.0
21.0,-16.0,165.0,6.0,169.0,9.0,orthodox,orthodox,124.0,0.0,20,-29,0,-19,0,-1,14,-15.0,win,RTD,,,,,,
20.0,-14.0,165.0,-3.0,169.0,-2.0,orthodox,orthodox,125.0,1.0,16,-40,0,-16,0,-3,12,-28.0,win,SD,98.0,1.0,97.0,1.0,95.0,-1.0
20.0,-12.0,165.0,6.0,169.0,-1.0,orthodox,orthodox,122.0,-2.0,15,-17,0,-10,0,0,11,-4.0,win,KO,,,,,,
19.0,-15.0,165.0,6.0,169.0,9.0,orthodox,orthodox,124.0,2.0,8,-40,0,-17,0,-1,5,-23.0,win,TKO,,,,,,
18.0,-5.0,165.0,0.0,169.0,-1.0,orthodox,orthodox,126.0,-1.0,7,-12,0,-7,0,-2,4,-8.0,win,TKO,,,,,,
35.0,3.0,188.0,-5.0,185.0,-16.0,orthodox,orthodox,178.0,1.0,18,10,1,0,0,0,13,9.0,win,TKO,39.0,2.0,40.0,4.0,39.0,2.0
32.0,-2.0,183.0,-5.0,180.0,-5.0,orthodox,orthodox,174.0,-1.0,28,11,0,0,0,0,15,3.0,win,UD,117.0,9.0,119.0,10.0,117.0,8.0
33.0,1.0,188.0,9.0,185.0,7.0,orthodox,orthodox,172.0,-2.0,16,-11,0,-2,0,-1,11,-6.0,win,KO,,,,,,
32.0,-3.0,188.0,8.0,185.0,2.0,orthodox,orthodox,175.0,1.0,13,-5,0,-4,0,0,8,-4.0,win,RTD,,,,,,
35.0,6.0,185.0,-3.0,201.0,16.0,orthodox,orthodox,196.0,-1.0,30,24,11,11,1,1,26,21.0,loss,UD,36.0,-4.0,36.0,-4.0,36.0,-4.0
25.0,-10.0,183.0,0.0,192.0,1.0,orthodox,orthodox,180.0,1.0,1,-16,0,-21,0,-3,1,-8.0,win,TKO,,,,,,
30.0,6.0,168.0,4.0,171.0,2.0,orthodox,orthodox,108.0,0.0,25,7,2,1,2,2,11,-1.0,win,TKO,78.0,4.0,78.0,4.0,78.0,4.0
29.0,1.0,168.0,12.0,171.0,12.0,orthodox,orthodox,108.0,0.0,24,0,2,1,1,-2,11,-4.0,win,UD,116.0,4.0,117.0,6.0,119.0,10.0
28.0,-11.0,168.0,13.0,171.0,14.0,orthodox,orthodox,108.0,0.0,20,-12,2,-6,1,1,8,-5.0,win,UD,116.0,6.0,117.0,8.0,116.0,5.0
24.0,-3.0,168.0,6.0,171.0,8.0,orthodox,orthodox,108.0,0.0,15,6,1,0,0,-1,6,5.0,win,TKO,,,,,,
21.0,-17.0,163.0,6.0,168.0,0.0,orthodox,orthodox,116.0,0.0,13,-15,0,-40,0,-2,13,-3.0,win,UD,,,,,,
24.0,-21.0,185.0,8.0,194.0,16.0,orthodox,orthodox,153.0,-4.0,14,-9,0,-11,0,-2,8,-3.0,win,TKO,,,,,,
23.0,-13.0,185.0,5.0,194.0,12.0,orthodox,orthodox,157.0,-1.0,9,-5,0,-10,0,0,5,-6.0,win,KO,,,,,,
22.0,-10.0,180.0,10.0,193.0,15.0,orthodox,orthodox,135.0,0.0,5,-6,0,-8,0,-1,5,1.0,win,KO,,,,,,
31.0,8.0,155.0,-23.0,157.0,-26.0,orthodox,orthodox,117.0,-1.0,19,7,7,5,0,-1,1,-4.0,loss,SD,115.0,1.0,114.0,-1.0,112.0,-5.0
20.0,-1.0,178.0,5.0,183.0,12.0,orthodox,orthodox,115.0,-1.0,5,1,0,-2,1,1,0,-1.0,win,TKO,,,,,,
32.0,0.0,173.0,4.0,178.0,10.0,orthodox,orthodox,130.0,0.0,23,-2,1,-2,2,2,17,2.0,win,TD,89.0,7.0,88.0,5.0,88.0,5.0
29.0,-2.0,173.0,7.0,178.0,3.0,orthodox,orthodox,129.0,-1.0,19,-15,0,-3,1,1,13,-18.0,win,RTD,,,,,,
29.0,3.0,173.0,-5.0,178.0,-2.0,orthodox,orthodox,130.0,0.0,18,1,0,-1,1,1,13,5.0,win,UD,97.0,4.0,97.0,4.0,96.0,2.0
28.0,3.0,173.0,5.0,178.0,8.0,orthodox,orthodox,130.0,1.0,16,0,0,0,1,1,13,6.0,win,UD,99.0,9.0,99.0,8.0,98.0,6.0
25.0,6.0,173.0,3.0,178.0,5.0,orthodox,orthodox,131.0,-1.0,0,-2,0,0,0,0,0,-1.0,win,UD,40.0,4.0,40.0,4.0,40.0,4.0
20.0,-5.0,164.0,1.0,161.0,-5.0,orthodox,orthodox,105.0,0.0,5,-6,0,-1,0,0,2,-7.0,win,KO,44.0,-6.0,45.0,-4.0,44.0,-6.0
19.0,-8.0,164.0,2.0,161.0,7.0,orthodox,orthodox,105.0,0.0,4,-20,0,-1,0,0,2,-11.0,win,UD,117.0,6.0,115.0,2.0,117.0,6.0
19.0,-2.0,164.0,4.0,161.0,-4.0,orthodox,orthodox,105.0,0.0,2,-15,0,-7,0,-2,0,-4.0,win,KO,,,,,,
31.0,-3.0,201.0,3.0,211.0,3.0,orthodox,orthodox,222.0,-17.0,37,19,0,0,0,-1,36,24.0,win,TKO,38.0,0.0,39.0,2.0,38.0,0.0
29.0,-7.0,201.0,13.0,211.0,15.0,orthodox,orthodox,219.0,-20.0,32,8,0,-1,0,-1,32,11.0,win,UD,118.0,9.0,119.0,11.0,120.0,13.0
28.0,-9.0,201.0,13.0,211.0,18.0,orthodox,orthodox,224.0,-23.0,31,6,0,-16,0,-4,31,20.0,win,RTD,,,,,,
28.0,-5.0,201.0,8.0,211.0,5.0,orthodox,orthodox,227.0,-11.0,30,-6,0,-1,0,-1,30,17.0,win,KO,,,,,,
27.0,-10.0,201.0,8.0,211.0,22.0,orthodox,orthodox,224.0,-8.0,28,3,0,-5,0,0,28,12.0,win,KO,,,,,,
27.0,-8.0,201.0,13.0,211.0,23.0,orthodox,orthodox,225.0,-15.0,26,11,0,-8,0,0,26,13.0,win,TKO,,,,,,
26.0,-10.0,201.0,14.0,211.0,13.0,orthodox,orthodox,217.0,-26.0,22,-7,0,-10,0,0,22,2.0,win,RTD,,,,,,
24.0,-10.0,201.0,12.0,211.0,-2.0,orthodox,orthodox,217.0,-5.0,12,-5,0,-20,0,-2,12,1.0,win,TKO,,,,,,
24.0,-2.0,201.0,18.0,211.0,8.0,orthodox,orthodox,218.0,-73.0,9,5,0,-7,0,-5,9,9.0,win,TKO,,,,,,
25.0,-3.0,166.0,-2.0,168.0,-11.0,orthodox,orthodox,126.0,1.0,19,-7,0,0,0,0,17,-6.0,win,TKO,,,,,,
23.0,-10.0,166.0,-2.0,168.0,-7.0,orthodox,orthodox,129.0,-1.0,9,-1,0,-4,0,-1,9,8.0,win,KO,30.0,3.0,30.0,3.0,30.0,3.0
22.0,-2.0,166.0,-4.0,168.0,-7.0,orthodox,orthodox,128.0,0.0,2,1,0,-2,0,0,2,2.0,win,TKO,,,,,,
23.0,-7.0,178.0,3.0,180.0,0.0,orthodox,orthodox,148.0,1.0,19,1,0,-1,0,-1,9,5.0,win,UD,99.0,8.0,98.0,6.0,96.0,2.0
22.0,-13.0,178.0,10.0,180.0,-3.0,orthodox,orthodox,142.0,4.0,15,-24,0,-14,0,-1,8,-17.0,win,KO,,,,,,
21.0,-11.0,178.0,-2.0,180.0,-8.0,orthodox,orthodox,143.0,-2.0,14,-15,0,-5,0,-1,7,-12.0,win,RTD,,,,,,
21.0,-7.0,178.0,3.0,180.0,2.0,orthodox,orthodox,140.0,-1.0,12,-5,0,-8,0,-2,7,5.0,win,UD,80.0,8.0,79.0,6.0,78.0,4.0
20.0,-11.0,178.0,3.0,180.0,12.0,orthodox,orthodox,142.0,1.0,9,-17,0,-14,0,-1,4,-11.0,win,TKO,,,,,,
20.0,0.0,178.0,10.0,180.0,2.0,orthodox,orthodox,140.0,-1.0,5,-1,0,-1,0,0,2,0.0,win,UD,60.0,8.0,60.0,8.0,59.0,6.0
35.0,-7.0,193.0,2.0,213.0,15.0,southpaw,southpaw,233.0,4.0,20,-15,0,-10,0,-2,17,-3.0,win,KO,,,,,,
32.0,-4.0,193.0,8.0,213.0,12.0,southpaw,southpaw,236.0,21.0,14,-18,0,-13,0,-1,12,-16.0,win,DQ,,,,,,
37.0,5.0,179.0,-14.0,191.0,-22.0,orthodox,orthodox,234.0,10.0,22,12,9,9,1,1,18,10.0,loss,KO,,,,,,
31.0,8.0,162.0,-11.0,173.0,-5.0,southpaw,southpaw,122.0,0.0,10,-12,0,-1,0,0,8,-7.0,win,UD,118.0,10.0,118.0,10.0,118.0,9.0
31.0,6.0,162.0,-6.0,173.0,-10.0,southpaw,southpaw,122.0,0.0,9,-8,0,-1,0,-2,7,0.0,win,TKO,,,,,,
29.0,-5.0,162.0,-1.0,173.0,5.0,southpaw,southpaw,122.0,0.0,5,-28,0,-18,0,-2,4,-22.0,win,RTD,,,,,,
30.0,1.0,188.0,5.0,195.0,4.0,orthodox,orthodox,198.0,-1.0,38,14,2,2,1,1,26,11.0,loss,KO,96.0,3.0,95.0,1.0,96.0,3.0
26.0,3.0,183.0,-10.0,191.0,-5.0,southpaw,southpaw,198.0,-2.0,17,3,0,-1,0,0,11,2.0,win,KO,97.0,4.0,96.0,2.0,99.0,7.0
22.0,2.0,163.0,2.0,164.0,2.0,southpaw,southpaw,118.0,0.0,25,10,2,-1,0,-4,9,2.0,win,UD,119.0,11.0,117.0,7.0,117.0,7.0
21.0,1.0,163.0,0.0,168.0,4.0,orthodox,orthodox,113.0,-1.0,19,-2,2,1,2,2,15,7.0,win,MD,115.0,2.0,116.0,4.0,114.0,0.0
19.0,-4.0,163.0,0.0,164.0,1.0,southpaw,southpaw,114.0,1.0,16,12,1,-3,0,0,5,2.0,win,MD,60.0,6.0,59.0,4.0,57.0,0.0
28.0,-2.0,175.0,0.0,180.0,2.0,southpaw,southpaw,134.0,0.0,13,-10,1,-3,0,-1,11,-1.0,win,UD,116.0,5.0,117.0,7.0,115.0,3.0
28.0,7.0,180.0,2.0,187.0,12.0,orthodox,orthodox,141.0,-2.0,17,2,0,-1,0,-1,9,0.0,win,UD,98.0,5.0,98.0,5.0,99.0,7.0
28.0,-4.0,180.0,9.0,185.0,16.0,orthodox,orthodox,130.0,0.0,20,-32,0,-5,0,-3,12,4.0,win,UD,120.0,12.0,120.0,12.0,120.0,12.0
25.0,4.0,180.0,10.0,185.0,15.0,orthodox,orthodox,130.0,0.0,14,-1,0,0,0,0,11,8.0,win,UD,79.0,6.0,80.0,8.0,79.0,6.0
31.0,4.0,191.0,4.0,188.0,0.0,orthodox,orthodox,199.0,0.0,22,-6,2,1,1,1,14,0.0,win,SD,115.0,2.0,116.0,4.0,114.0,-1.0
30.0,5.0,191.0,3.0,188.0,3.0,orthodox,orthodox,174.0,1.0,19,-1,1,0,0,-1,12,3.0,draw,SD,112.0,-4.0,114.0,0.0,116.0,1.0
32.0,7.0,165.0,10.0,166.0,11.0,southpaw,southpaw,108.0,0.0,23,7,5,-3,0,-4,15,4.0,win,UD,120.0,11.0,119.0,9.0,118.0,8.0
25.0,-5.0,160.0,-5.0,163.0,-3.0,southpaw,southpaw,105.0,0.0,30,10,4,0,6,6,20,6.0,win,TKO,,,,,,
28.0,-1.0,185.0,-6.0,187.0,-1.0,southpaw,southpaw,154.0,0.0,22,-3,0,-2,0,-1,15,0.0,win,TKO,,,,,,
23.0,-17.0,185.0,7.0,187.0,2.0,southpaw,southpaw,157.0,1.0,13,-15,0,-12,0,0,9,-7.0,win,UD,98.0,6.0,99.0,8.0,99.0,8.0
30.0,6.0,163.0,-5.0,165.0,-4.0,southpaw,southpaw,115.0,1.0,17,-7,0,-1,0,-1,8,-8.0,loss,UD,109.0,-9.0,112.0,-3.0,110.0,-7.0
20.0,-9.0,168.0,-2.0,169.0,4.0,southpaw,southpaw,114.0,0.0,14,2,1,-2,1,-1,6,-5.0,win,TKO,90.0,9.0,90.0,9.0,90.0,8.0
26.0,-2.0,175.0,5.0,183.0,11.0,southpaw,southpaw,114.0,-1.0,18,-1,3,3,0,-1,16,13.0,win,UD,118.0,8.0,118.0,8.0,119.0,10.0
22.0,-1.0,166.0,-5.0,171.0,-6.0,southpaw,southpaw,132.0,2.0,18,-1,0,0,0,-1,17,4.0,win,KO,,,,,,
22.0,-9.0,166.0,-5.0,171.0,3.0,southpaw,southpaw,130.0,0.0,17,-4,0,0,0,0,16,2.0,win,TKO,,,,,,
25.0,-2.0,187.0,2.0,192.0,19.0,orthodox,orthodox,159.0,-4.0,24,2,0,0,0,0,12,5.0,loss,TKO,,,,,,
30.0,1.0,169.0,-6.0,175.0,-8.0,orthodox,orthodox,141.0,1.0,33,2,2,1,0,-1,31,15.0,win,TKO,,,,,,
29.0,-2.0,175.0,0.0,183.0,-5.0,orthodox,orthodox,139.0,-1.0,30,2,1,-4,1,1,15,-1.0,win,TKO,,,,,,
25.0,-2.0,174.0,-1.0,180.0,-3.0,orthodox,orthodox,140.0,1.0,26,-3,1,0,0,-1,18,3.0,loss,SD,115.0,5.0,112.0,-1.0,112.0,-1.0
23.0,-3.0,175.0,0.0,178.0,-5.0,southpaw,southpaw,140.0,-1.0,28,0,2,1,1,1,22,8.0,draw,MD,93.0,-2.0,94.0,0.0,94.0,0.0
26.0,1.0,168.0,-7.0,175.0,-8.0,orthodox,orthodox,139.0,1.0,24,-3,0,0,0,0,11,-2.0,win,UD,118.0,8.0,119.0,11.0,120.0,13.0
24.0,-9.0,175.0,7.0,183.0,5.0,orthodox,orthodox,140.0,0.0,25,6,0,-1,0,0,12,1.0,win,UD,99.0,9.0,99.0,12.0,98.0,7.0
24.0,-7.0,175.0,2.0,183.0,0.0,orthodox,orthodox,141.0,0.0,24,0,0,-13,0,-3,11,3.0,win,TKO,,,,,,
22.0,-7.0,175.0,-3.0,183.0,3.0,orthodox,orthodox,141.0,0.0,19,2,0,-5,0,-1,8,3.0,win,UD,80.0,8.0,80.0,6.0,80.0,8.0
22.0,0.0,175.0,2.0,183.0,5.0,orthodox,orthodox,141.0,1.0,18,-6,0,-25,0,-2,8,2.0,win,UD,,,,,,
22.0,-3.0,175.0,2.0,183.0,13.0,orthodox,orthodox,141.0,-1.0,16,0,0,-2,0,-1,7,4.0,win,UD,100.0,10.0,100.0,10.0,99.0,6.0
21.0,-4.0,175.0,5.0,183.0,0.0,orthodox,orthodox,144.0,-2.0,13,2,0,-3,0,0,6,5.0,win,UD,80.0,8.0,80.0,8.0,80.0,8.0
21.0,-5.0,175.0,10.0,183.0,13.0,orthodox,orthodox,138.0,-6.0,8,1,0,-8,0,-1,5,2.0,win,UD,,,,,,
21.0,-9.0,175.0,0.0,185.0,7.0,orthodox,orthodox,145.0,-1.0,8,-12,0,-12,0,-1,4,0.0,win,KO,,,,,,
21.0,-8.0,175.0,5.0,185.0,0.0,orthodox,orthodox,145.0,-1.0,4,-1,0,-4,0,-1,2,-2.0,win,UD,40.0,4.0,40.0,4.0,40.0,4.0
23.0,-5.0,168.0,-6.0,163.0,-15.0,southpaw,southpaw,126.0,0.0,19,-4,0,-1,0,-1,11,-5.0,win,UD,99.0,8.0,99.0,8.0,98.0,6.0
21.0,-2.0,168.0,5.0,163.0,-6.0,southpaw,southpaw,124.0,2.0,8,3,0,-3,0,0,6,2.0,win,TKO,,,,,,
21.0,-9.0,168.0,6.0,163.0,-2.0,southpaw,southpaw,122.0,1.0,7,-11,0,-12,0,-4,5,-5.0,win,TKO,,,,,,
26.0,-9.0,187.0,7.0,192.0,8.0,southpaw,southpaw,174.0,0.0,19,-9,0,0,0,0,14,-3.0,win,TKO,,,,,,
24.0,-12.0,187.0,-2.0,192.0,-1.0,southpaw,southpaw,175.0,-3.0,15,-10,0,-7,0,-1,11,-1.0,win,KO,,,,,,
21.0,-2.0,168.0,-2.0,170.0,-13.0,southpaw,southpaw,128.0,1.0,11,-6,1,0,0,0,2,-9.0,win,UD,59.0,4.0,59.0,3.0,59.0,3.0
25.0,-7.0,168.0,-11.0,175.0,-5.0,orthodox,orthodox,141.0,1.0,29,2,1,-4,0,0,22,0.0,win,UD,120.0,12.0,120.0,12.0,118.0,8.0
22.0,-3.0,168.0,0.0,175.0,-3.0,orthodox,orthodox,130.0,0.0,22,-1,0,0,0,-2,18,11.0,win,TKO,,,,,,
21.0,-1.0,168.0,-7.0,175.0,-5.0,orthodox,orthodox,138.0,4.0,16,5,0,-1,0,-1,13,8.0,win,TKO,,,,,,
20.0,-2.0,168.0,3.0,175.0,2.0,orthodox,orthodox,130.0,1.0,15,5,0,-4,0,-3,12,9.0,win,RTD,,,,,,
20.0,-3.0,168.0,-5.0,175.0,-3.0,orthodox,orthodox,136.0,-1.0,13,4,0,-7,0,-3,10,9.0,win,TKO,,,,,,
22.0,-7.0,166.0,0.0,161.0,-11.0,orthodox,orthodox,118.0,0.0,28,-4,1,-8,0,-1,26,3.0,win,UD,98.0,6.0,98.0,5.0,98.0,6.0
17.0,-5.0,166.0,1.0,161.0,-14.0,orthodox,orthodox,112.0,-1.0,10,5,0,-1,0,-1,9,8.0,win,TKO,,,,,,
35.0,0.0,166.0,-2.0,165.0,-9.0,orthodox,orthodox,133.0,0.0,26,3,1,-11,0,0,17,4.0,loss,RTD,,,,,,
24.0,-8.0,170.0,2.0,180.0,6.0,orthodox,orthodox,127.0,-1.0,23,2,0,-11,0,0,10,-2.0,loss,TKO,,,,,,
29.0,-1.0,168.0,-3.0,174.0,4.0,orthodox,orthodox,126.0,0.0,14,2,10,9,0,0,8,0.0,win,KO,,,,,,
22.0,-1.0,163.0,0.0,163.0,-7.0,orthodox,orthodox,108.0,0.0,16,-2,2,2,0,-1,10,-3.0,win,SD,116.0,5.0,114.0,1.0,113.0,-1.0
26.0,-4.0,178.0,0.0,177.0,-6.0,southpaw,southpaw,139.0,1.0,10,-29,0,-5,0,0,9,-6.0,win,KO,,,,,,
26.0,-1.0,178.0,-2.0,177.0,-8.0,southpaw,southpaw,142.0,2.0,7,-1,0,-2,0,-1,7,4.0,win,UD,79.0,7.0,78.0,5.0,78.0,5.0
34.0,4.0,173.0,2.0,175.0,-7.0,orthodox,orthodox,134.0,0.0,18,-9,0,-8,0,-1,15,-8.0,win,TKO,,,,,,
32.0,-4.0,173.0,5.0,175.0,-8.0,orthodox,orthodox,135.0,0.0,12,-30,0,-15,0,-1,9,-18.0,win,TKO,,,,,,
23.0,-11.0,180.0,5.0,184.0,-4.0,orthodox,orthodox,153.0,0.0,14,-16,0,-6,1,1,8,-12.0,win,TKO,,,,,,
23.0,-14.0,180.0,1.0,184.0,-1.0,orthodox,orthodox,155.0,1.0,12,-21,0,-4,1,0,7,-12.0,win,UD,77.0,5.0,77.0,5.0,77.0,5.0
21.0,-8.0,180.0,7.0,184.0,-9.0,orthodox,orthodox,154.0,0.0,6,4,0,-5,1,0,4,3.0,win,UD,60.0,6.0,60.0,6.0,59.0,4.0
20.0,-6.0,180.0,7.0,184.0,6.0,orthodox,orthodox,154.0,5.0,5,-21,0,-44,0,-2,4,-2.0,win,UD,40.0,4.0,40.0,4.0,39.0,2.0
20.0,-6.0,157.0,-13.0,168.0,-2.0,orthodox,orthodox,127.0,-3.0,4,-1,0,-9,0,-2,2,1.0,win,UD,58.0,2.0,59.0,4.0,59.0,4.0
28.0,-3.0,166.0,3.0,173.0,4.0,orthodox,orthodox,118.0,0.0,25,-19,1,-1,0,-2,17,-17.0,win,TKO,,,,,,
27.0,-1.0,166.0,-2.0,173.0,13.0,orthodox,orthodox,115.0,1.0,22,-5,1,-3,0,-1,14,2.0,win,KO,,,,,,
25.0,-1.0,166.0,0.0,173.0,4.0,orthodox,orthodox,112.0,1.0,19,-4,1,0,0,0,12,-3.0,win,TKO,49.0,3.0,49.0,3.0,48.0,1.0
25.0,-4.0,166.0,0.0,173.0,3.0,orthodox,orthodox,111.0,0.0,18,-17,1,-1,0,-1,11,-15.0,win,TKO,70.0,8.0,70.0,8.0,69.0,6.0
31.0,7.0,166.0,0.0,164.0,-9.0,southpaw,southpaw,112.0,0.0,28,11,0,-1,0,0,22,12.0,loss,TKO,36.0,-4.0,38.0,0.0,38.0,0.0
24.0,-12.0,166.0,-2.0,173.0,0.0,orthodox,orthodox,115.0,-1.0,16,11,1,-8,0,0,9,7.0,win,TKO,,,,,,
23.0,-8.0,166.0,-2.0,173.0,5.0,orthodox,orthodox,115.0,0.0,15,-20,1,-26,0,-1,9,-9.0,win,UD,118.0,9.0,116.0,5.0,116.0,5.0
25.0,-2.0,191.0,3.0,197.0,0.0,orthodox,orthodox,168.0,0.0,14,6,0,-2,0,0,11,6.0,win,KO,,,,,,
24.0,1.0,191.0,6.0,197.0,14.0,orthodox,orthodox,168.0,1.0,12,2,0,-2,0,0,10,4.0,win,UD,80.0,10.0,80.0,10.0,80.0,10.0
23.0,-5.0,191.0,11.0,197.0,9.0,orthodox,orthodox,168.0,-2.0,4,1,0,-8,0,-2,4,2.0,win,UD,,,,,,
23.0,-11.0,191.0,6.0,197.0,12.0,orthodox,orthodox,165.0,0.0,1,1,0,-3,0,0,1,1.0,win,TKO,,,,,,
26.0,-8.0,164.0,1.0,164.0,-6.0,southpaw,southpaw,117.0,-2.0,8,-7,0,-9,0,0,3,-3.0,win,UD,80.0,8.0,80.0,8.0,80.0,8.0
30.0,-12.0,175.0,0.0,171.0,-11.0,orthodox,orthodox,159.0,0.0,8,-36,0,-13,0,0,6,-12.0,win,TKO,,,,,,
30.0,-4.0,175.0,2.0,171.0,-2.0,orthodox,orthodox,168.0,1.0,7,-1,0,-1,0,-1,5,1.0,win,TKO,,,,,,
